schemaname,tablename,policyname,permissive,roles,cmd,qual,with_check
public,materials,organization_update_access,PERMISSIVE,public,UPDATE,"(EXISTS ( SELECT 1
   FROM user_organization_access uoa
  WHERE ((uoa.user_id = (auth.uid())::text) AND (uoa.organization_id = (materials.organization_id)::text))))",null
public,materials,organization_view_access,PERMISSIVE,public,SELECT,"(EXISTS ( SELECT 1
   FROM user_organization_access uoa
  WHERE ((uoa.user_id = (auth.uid())::text) AND (uoa.organization_id = (materials.organization_id)::text))))",null
public,materials,service_role_full_access,PERMISSIVE,public,ALL,(auth.role() = 'service_role'::text),null
public,migration_rename_log,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,migration_validation_results,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,modal_configurations,Allow anon read access,PERMISSIVE,anon,SELECT,true,null
public,modal_configurations,Allow authenticated read access,PERMISSIVE,public,SELECT,(auth.role() = 'authenticated'::text),null
public,modal_configurations,Allow authenticated users full access (DEV),PERMISSIVE,public,ALL,(auth.role() = 'authenticated'::text),(auth.role() = 'authenticated'::text)
public,modal_configurations,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,multi_source_tenders,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,notifications,admin_delete_access,PERMISSIVE,public,DELETE,"(EXISTS ( SELECT 1
   FROM user_role_assignments ura
  WHERE ((ura.user_id = auth.uid()) AND ((ura.role_name)::text = ANY ((ARRAY['admin'::character varying, 'information_technology_manager'::character varying])::text[])) AND (ura.is_active = true))))",null
public,notifications,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,notifications,organization_create_access,PERMISSIVE,public,INSERT,null,"(EXISTS ( SELECT 1
   FROM user_organization_access uoa
  WHERE ((uoa.user_id = (auth.uid())::text) AND (uoa.organization_id = (notifications.organization_id)::text))))"
public,notifications,organization_update_access,PERMISSIVE,public,UPDATE,"(EXISTS ( SELECT 1
   FROM user_organization_access uoa
  WHERE ((uoa.user_id = (auth.uid())::text) AND (uoa.organization_id = (notifications.organization_id)::text))))",null
public,notifications,organization_view_access,PERMISSIVE,public,SELECT,"(EXISTS ( SELECT 1
   FROM user_organization_access uoa
  WHERE ((uoa.user_id = (auth.uid())::text) AND (uoa.organization_id = (notifications.organization_id)::text))))",null
public,notifications,service_role_full_access,PERMISSIVE,public,ALL,(auth.role() = 'service_role'::text),null
public,numbering_config,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,numbering_methodologies,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,numbering_patterns,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,operations_equipment,admin_delete_access,PERMISSIVE,public,DELETE,"(EXISTS ( SELECT 1
   FROM user_role_assignments ura
  WHERE ((ura.user_id = auth.uid()) AND ((ura.role_name)::text = ANY ((ARRAY['admin'::character varying, 'information_technology_manager'::character varying])::text[])) AND (ura.is_active = true))))",null
public,operations_equipment,admin_insert_access,PERMISSIVE,public,INSERT,null,"(EXISTS ( SELECT 1
   FROM user_role_assignments ura
  WHERE ((ura.user_id = auth.uid()) AND ((ura.role_name)::text = ANY ((ARRAY['admin'::character varying, 'information_technology_manager'::character varying])::text[])) AND (ura.is_active = true))))"
public,operations_equipment,admin_update_access,PERMISSIVE,public,UPDATE,"(EXISTS ( SELECT 1
   FROM user_role_assignments ura
  WHERE ((ura.user_id = auth.uid()) AND ((ura.role_name)::text = ANY ((ARRAY['admin'::character varying, 'information_technology_manager'::character varying])::text[])) AND (ura.is_active = true))))",null
public,operations_equipment,authenticated_read_access,PERMISSIVE,public,SELECT,(auth.role() = 'authenticated'::text),null
public,operations_equipment,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,operations_equipment,organization_create_access,PERMISSIVE,public,INSERT,null,"(EXISTS ( SELECT 1
   FROM user_organization_access uoa
  WHERE ((uoa.user_id = (auth.uid())::text) AND (uoa.organization_id = (operations_equipment.organization_id)::text))))"
public,operations_equipment,organization_update_access,PERMISSIVE,public,UPDATE,"(EXISTS ( SELECT 1
   FROM user_organization_access uoa
  WHERE ((uoa.user_id = (auth.uid())::text) AND (uoa.organization_id = (operations_equipment.organization_id)::text))))",null
public,operations_equipment,organization_view_access,PERMISSIVE,public,SELECT,"(EXISTS ( SELECT 1
   FROM user_organization_access uoa
  WHERE ((uoa.user_id = (auth.uid())::text) AND (uoa.organization_id = (operations_equipment.organization_id)::text))))",null
public,operations_equipment,service_role_full_access,PERMISSIVE,public,ALL,(auth.role() = 'service_role'::text),null
public,organisations_backup,admin_delete_access,PERMISSIVE,public,DELETE,"(EXISTS ( SELECT 1
   FROM user_role_assignments ura
  WHERE ((ura.user_id = auth.uid()) AND ((ura.role_name)::text = ANY ((ARRAY['admin'::character varying, 'information_technology_manager'::character varying])::text[])) AND (ura.is_active = true))))",null
public,organisations_backup,admin_insert_access,PERMISSIVE,public,INSERT,null,"(EXISTS ( SELECT 1
   FROM user_role_assignments ura
  WHERE ((ura.user_id = auth.uid()) AND ((ura.role_name)::text = ANY ((ARRAY['admin'::character varying, 'information_technology_manager'::character varying])::text[])) AND (ura.is_active = true))))"
public,organisations_backup,admin_update_access,PERMISSIVE,public,UPDATE,"(EXISTS ( SELECT 1
   FROM user_role_assignments ura
  WHERE ((ura.user_id = auth.uid()) AND ((ura.role_name)::text = ANY ((ARRAY['admin'::character varying, 'information_technology_manager'::character varying])::text[])) AND (ura.is_active = true))))",null
public,organisations_backup,authenticated_read_access,PERMISSIVE,public,SELECT,(auth.role() = 'authenticated'::text),null
public,organisations_backup,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,organisations_backup,service_role_full_access,PERMISSIVE,public,ALL,(auth.role() = 'service_role'::text),null
public,organization_collaborations,admin_delete_access,PERMISSIVE,public,DELETE,"(EXISTS ( SELECT 1
   FROM user_role_assignments ura
  WHERE ((ura.user_id = auth.uid()) AND ((ura.role_name)::text = ANY ((ARRAY['admin'::character varying, 'information_technology_manager'::character varying])::text[])) AND (ura.is_active = true))))",null
public,organization_collaborations,admin_insert_access,PERMISSIVE,public,INSERT,null,"(EXISTS ( SELECT 1
   FROM user_role_assignments ura
  WHERE ((ura.user_id = auth.uid()) AND ((ura.role_name)::text = ANY ((ARRAY['admin'::character varying, 'information_technology_manager'::character varying])::text[])) AND (ura.is_active = true))))"
public,organization_collaborations,admin_update_access,PERMISSIVE,public,UPDATE,"(EXISTS ( SELECT 1
   FROM user_role_assignments ura
  WHERE ((ura.user_id = auth.uid()) AND ((ura.role_name)::text = ANY ((ARRAY['admin'::character varying, 'information_technology_manager'::character varying])::text[])) AND (ura.is_active = true))))",null
public,organization_collaborations,authenticated_read_access,PERMISSIVE,public,SELECT,(auth.role() = 'authenticated'::text),null
public,organization_collaborations,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,organization_collaborations,service_role_full_access,PERMISSIVE,public,ALL,(auth.role() = 'service_role'::text),null
public,organizations,Only admins can delete organisations,PERMISSIVE,public,DELETE,"(EXISTS ( SELECT 1
   FROM auth.users
  WHERE ((users.id = auth.uid()) AND ((users.raw_app_meta_data ->> 'role'::text) = 'admin'::text))))",null
public,organizations,Only admins can insert organisations,PERMISSIVE,public,INSERT,null,"(EXISTS ( SELECT 1
   FROM auth.users
  WHERE ((users.id = auth.uid()) AND ((users.raw_app_meta_data ->> 'role'::text) = 'admin'::text))))"
public,organizations,Only admins can update organisations,PERMISSIVE,public,UPDATE,"(EXISTS ( SELECT 1
   FROM auth.users
  WHERE ((users.id = auth.uid()) AND ((users.raw_app_meta_data ->> 'role'::text) = 'admin'::text))))",null
public,organizations,Users can view organisations,PERMISSIVE,public,SELECT,true,null
public,organizations,admin_delete_access,PERMISSIVE,public,DELETE,"(EXISTS ( SELECT 1
   FROM user_role_assignments ura
  WHERE ((ura.user_id = auth.uid()) AND ((ura.role_name)::text = ANY ((ARRAY['admin'::character varying, 'information_technology_manager'::character varying])::text[])) AND (ura.is_active = true))))",null
public,organizations,admin_insert_access,PERMISSIVE,public,INSERT,null,"(EXISTS ( SELECT 1
   FROM user_role_assignments ura
  WHERE ((ura.user_id = auth.uid()) AND ((ura.role_name)::text = ANY ((ARRAY['admin'::character varying, 'information_technology_manager'::character varying])::text[])) AND (ura.is_active = true))))"
public,organizations,admin_update_access,PERMISSIVE,public,UPDATE,"(EXISTS ( SELECT 1
   FROM user_role_assignments ura
  WHERE ((ura.user_id = auth.uid()) AND ((ura.role_name)::text = ANY ((ARRAY['admin'::character varying, 'information_technology_manager'::character varying])::text[])) AND (ura.is_active = true))))",null
public,organizations,authenticated_read_access,PERMISSIVE,public,SELECT,(auth.role() = 'authenticated'::text),null
public,organizations,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,organizations,service_role_full_access,PERMISSIVE,public,ALL,(auth.role() = 'service_role'::text),null
public,page_permissions,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,page_permissions,page_permissions_admin_access,PERMISSIVE,public,ALL,"(EXISTS ( SELECT 1
   FROM user_roles ur
  WHERE ((ur.user_id = (auth.uid())::text) AND (ur.role IN ( SELECT rd.role_name
           FROM role_definitions rd
          WHERE (rd.permissions ? 'system:configure'::text))))))",null
public,pages,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,pages_directors_backup_20250726,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,path_configurations,Users can create path configurations for their organization,PERMISSIVE,public,INSERT,null,"((EXISTS ( SELECT 1
   FROM user_management um
  WHERE ((um.user_id = auth.uid()) AND (um.role = 'admin'::text)))) AND (created_by = auth.uid()))"
public,path_configurations,Users can update path configurations they created,PERMISSIVE,public,UPDATE,(created_by = auth.uid()),null
public,path_configurations,Users can view path configurations for their organization,PERMISSIVE,public,SELECT,"((EXISTS ( SELECT 1
   FROM user_management um
  WHERE ((um.user_id = auth.uid()) AND (um.role = 'admin'::text)))) OR (created_by = auth.uid()))",null
public,path_configurations,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,performance_alerts,alert_access_policy,PERMISSIVE,public,SELECT,"((auth.uid() = created_by) OR ((auth.jwt() ->> 'role'::text) = 'admin'::text) OR (((auth.jwt() ->> 'discipline'::text) = discipline_code) AND ((auth.jwt() ->> 'role'::text) = ANY (ARRAY['manager'::text, 'specialist'::text]))))",null
public,performance_alerts,insert_performance_alerts,PERMISSIVE,public,INSERT,null,true
public,performance_alerts,update_alerts,PERMISSIVE,public,UPDATE,((auth.uid() = created_by) OR ((auth.jwt() ->> 'role'::text) = 'admin'::text)),null
public,performance_metrics,insert_performance_metrics,PERMISSIVE,public,INSERT,null,true
public,performance_metrics,user_performance_access,PERMISSIVE,public,SELECT,"((auth.uid() = user_id) OR ((auth.jwt() ->> 'role'::text) = ANY (ARRAY['admin'::text, 'manager'::text])) OR ((auth.jwt() ->> 'discipline'::text) = discipline_code))",null
public,personnel_records,admin_override_access,PERMISSIVE,public,ALL,"(EXISTS ( SELECT 1
   FROM user_role_assignments ura
  WHERE ((ura.user_id = auth.uid()) AND ((ura.role_name)::text = ANY ((ARRAY['admin'::character varying, 'information_technology_manager'::character varying])::text[])) AND (ura.is_active = true))))",null
public,personnel_records,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,personnel_records,owner_only_access,PERMISSIVE,public,ALL,((user_id)::text = (auth.uid())::text),null
public,personnel_records,service_role_full_access,PERMISSIVE,public,ALL,(auth.role() = 'service_role'::text),null
public,petty_cash,admin_delete_access,PERMISSIVE,public,DELETE,"(EXISTS ( SELECT 1
   FROM user_role_assignments ura
  WHERE ((ura.user_id = auth.uid()) AND ((ura.role_name)::text = ANY ((ARRAY['admin'::character varying, 'information_technology_manager'::character varying])::text[])) AND (ura.is_active = true))))",null
public,petty_cash,allow_all_in_development,PERMISSIVE,public,ALL,true,null
public,petty_cash,approvers_can_update_status,PERMISSIVE,public,UPDATE,"(EXISTS ( SELECT 1
   FROM user_management um
  WHERE ((um.user_id = auth.uid()) AND (um.role = ANY (ARRAY['admin'::text, 'manager'::text, 'finance_admin'::text, 'approver'::text])))))",null
public,petty_cash,approvers_can_view_all_requests,PERMISSIVE,public,SELECT,"(EXISTS ( SELECT 1
   FROM user_management um
  WHERE ((um.user_id = auth.uid()) AND (um.role = ANY (ARRAY['admin'::text, 'manager'::text, 'finance_admin'::text, 'approver'::text])))))",null
public,petty_cash,creator_update_access,PERMISSIVE,public,UPDATE,"(EXISTS ( SELECT 1
   FROM user_role_assignments ura
  WHERE ((ura.user_id = auth.uid()) AND ((ura.role_name)::text = ANY ((ARRAY['admin'::character varying, 'information_technology_manager'::character varying])::text[])) AND (ura.is_active = true))))",null
public,petty_cash,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,petty_cash,organization_create_access,PERMISSIVE,public,INSERT,null,"(EXISTS ( SELECT 1
   FROM user_organization_access uoa
  WHERE ((uoa.user_id = (auth.uid())::text) AND (uoa.organization_id = (petty_cash.organization_id)::text))))"
public,petty_cash,organization_view_access,PERMISSIVE,public,SELECT,"(EXISTS ( SELECT 1
   FROM user_organization_access uoa
  WHERE ((uoa.user_id = (auth.uid())::text) AND (uoa.organization_id = (petty_cash.organization_id)::text))))",null
public,petty_cash,service_role_full_access,PERMISSIVE,public,ALL,(auth.role() = 'service_role'::text),null
public,petty_cash,users_can_create_requests,PERMISSIVE,public,INSERT,null,(auth.uid() = user_id)
public,petty_cash,users_can_update_own_pending_requests,PERMISSIVE,public,UPDATE,((auth.uid() = user_id) AND ((status)::text = 'pending'::text)),null
public,petty_cash,users_can_view_own_requests,PERMISSIVE,public,SELECT,(auth.uid() = user_id),null
public,ports,admin_delete_access,PERMISSIVE,public,DELETE,"(EXISTS ( SELECT 1
   FROM user_role_assignments ura
  WHERE ((ura.user_id = auth.uid()) AND ((ura.role_name)::text = ANY ((ARRAY['admin'::character varying, 'information_technology_manager'::character varying])::text[])) AND (ura.is_active = true))))",null
